ev,evGol,dep,depGol
BESIKTAS,2,MANİSASPOR,0
GAZİANTEPSPOR,1,GENÇLERBİRLİĞİ,1
GALATASARAY,1,ANTALYASPOR,2
KAYSERISPOR,1,BÜYÜKŞEHİR BLD.SPOR,1
KASIMPASA,1,DİYARBAKIRSPOR,0
MKE ANKARAGÜCÜ,0,FENERBAHCE,3
ESKİŞEHİRSPOR,1,SIVASSPOR,1
TRABZONSPOR,2,DENİZLİSPOR,1
DENİZLİSPOR,1,GAZİANTEPSPOR,1
SIVASSPOR,3,MKE ANKARAGÜCÜ,3
DİYARBAKIRSPOR,0,ESKİŞEHİRSPOR,2
ANTALYASPOR,4,KAYSERISPOR,0
MANİSASPOR,0,KASIMPASA,0
BURSASPOR,2,BESIKTAS,1
GENÇLERBİRLİĞİ,2,GALATASARAY,1
FENERBAHCE,1,TRABZONSPOR,1
GAZİANTEPSPOR,0,KASIMPASA,0
SIVASSPOR,2,GALATASARAY,1
BUCASPOR,0,BESIKTAS,1
ESKİŞEHİRSPOR,0,GENÇLERBİRLİĞİ,0
MKE ANKARAGÜCÜ,0,TRABZONSPOR,2
KARDEMİR D.Ç. KARABÜKSPOR,2,MANİSASPOR,1
FENERBAHCE,4,ANTALYASPOR,0
BÜYÜKŞEHİR BLD.SPOR,0,KAYSERISPOR,2
BURSASPOR,1,KONYASPOR,0
KONYASPOR,2,ESKİŞEHİRSPOR,1
KAYSERISPOR,1,KARDEMİR D.Ç. KARABÜKSPOR,0
ANTALYASPOR,1,SIVASSPOR,1
BESIKTAS,0,BÜYÜKŞEHİR BLD.SPOR,2
GENÇLERBİRLİĞİ,0,GAZİANTEPSPOR,0
GALATASARAY,0,BURSASPOR,2
MANİSASPOR,0,MKE ANKARAGÜCÜ,3
KASIMPASA,0,BUCASPOR,0
TRABZONSPOR,3,FENERBAHCE,2
MKE ANKARAGÜCÜ,1,KAYSERISPOR,1
GAZİANTEPSPOR,2,KONYASPOR,2
BÜYÜKŞEHİR BLD.SPOR,3,KASIMPASA,1
SIVASSPOR,0,BURSASPOR,2
BUCASPOR,3,GENÇLERBİRLİĞİ,1
FENERBAHCE,4,MANİSASPOR,2
KARDEMİR D.Ç. KARABÜKSPOR,1,BESIKTAS,4
ESKİŞEHİRSPOR,1,GALATASARAY,3
ANTALYASPOR,0,TRABZONSPOR,0
BURSASPOR,2,ESKİŞEHİRSPOR,1
KAYSERISPOR,2,FENERBAHCE,0
KONYASPOR,1,BUCASPOR,1
BESIKTAS,4,MKE ANKARAGÜCÜ,0
MANİSASPOR,1,ANTALYASPOR,2
KASIMPASA,1,KARDEMİR D.Ç. KARABÜKSPOR,2
TRABZONSPOR,6,SIVASSPOR,1
GENÇLERBİRLİĞİ,2,BÜYÜKŞEHİR BLD.SPOR,1
GALATASARAY,1,GAZİANTEPSPOR,0
TRABZONSPOR,1,MANİSASPOR,3
SIVASSPOR,1,ESKİŞEHİRSPOR,1
MKE ANKARAGÜCÜ,3,KASIMPASA,0
ANTALYASPOR,2,KAYSERISPOR,1
BUCASPOR,0,GALATASARAY,1
KARDEMİR D.Ç. KARABÜKSPOR,3,GENÇLERBİRLİĞİ,0
FENERBAHCE,1,BESIKTAS,1
BÜYÜKŞEHİR BLD.SPOR,1,KONYASPOR,0
GAZİANTEPSPOR,0,BURSASPOR,3
BURSASPOR,1,BUCASPOR,0
GENÇLERBİRLİĞİ,1,MKE ANKARAGÜCÜ,0
BESIKTAS,2,ANTALYASPOR,1
ESKİŞEHİRSPOR,0,GAZİANTEPSPOR,1
KAYSERISPOR,0,TRABZONSPOR,0
KONYASPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,2
MANİSASPOR,3,SIVASSPOR,0
GALATASARAY,3,BÜYÜKŞEHİR BLD.SPOR,1
KASIMPASA,2,FENERBAHCE,6
KARDEMİR D.Ç. KARABÜKSPOR,2,GALATASARAY,1
BUCASPOR,0,ESKİŞEHİRSPOR,0
MANİSASPOR,0,KAYSERISPOR,2
FENERBAHCE,3,GENÇLERBİRLİĞİ,0
MKE ANKARAGÜCÜ,4,KONYASPOR,1
BÜYÜKŞEHİR BLD.SPOR,0,BURSASPOR,0
SIVASSPOR,1,GAZİANTEPSPOR,1
TRABZONSPOR,1,BESIKTAS,0
ANTALYASPOR,3,KASIMPASA,1
BURSASPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,2
ESKİŞEHİRSPOR,1,BÜYÜKŞEHİR BLD.SPOR,0
GAZİANTEPSPOR,2,BUCASPOR,0
BESIKTAS,2,MANİSASPOR,3
KASIMPASA,0,TRABZONSPOR,7
GENÇLERBİRLİĞİ,2,ANTALYASPOR,3
KAYSERISPOR,4,SIVASSPOR,1
GALATASARAY,2,MKE ANKARAGÜCÜ,4
KONYASPOR,1,FENERBAHCE,4
KARDEMİR D.Ç. KARABÜKSPOR,1,ESKİŞEHİRSPOR,2
SIVASSPOR,1,BUCASPOR,1
BÜYÜKŞEHİR BLD.SPOR,1,GAZİANTEPSPOR,0
ANTALYASPOR,1,KONYASPOR,0
TRABZONSPOR,3,GENÇLERBİRLİĞİ,1
MKE ANKARAGÜCÜ,1,BURSASPOR,5
MANİSASPOR,2,KASIMPASA,1
FENERBAHCE,0,GALATASARAY,0
KAYSERISPOR,1,BESIKTAS,0
BURSASPOR,1,FENERBAHCE,1
ESKİŞEHİRSPOR,0,MKE ANKARAGÜCÜ,0
GAZİANTEPSPOR,0,KARDEMİR D.Ç. KARABÜKSPOR,0
GALATASARAY,2,ANTALYASPOR,1
GENÇLERBİRLİĞİ,2,MANİSASPOR,0
KASIMPASA,1,KAYSERISPOR,2
BUCASPOR,0,BÜYÜKŞEHİR BLD.SPOR,2
BESIKTAS,2,SIVASSPOR,1
KONYASPOR,1,TRABZONSPOR,2
KAYSERISPOR,1,GENÇLERBİRLİĞİ,1
KARDEMİR D.Ç. KARABÜKSPOR,3,BUCASPOR,0
ANTALYASPOR,2,BURSASPOR,2
MKE ANKARAGÜCÜ,0,GAZİANTEPSPOR,2
FENERBAHCE,4,ESKİŞEHİRSPOR,2
SIVASSPOR,0,BÜYÜKŞEHİR BLD.SPOR,4
MANİSASPOR,0,KONYASPOR,1
TRABZONSPOR,2,GALATASARAY,0
BESIKTAS,1,KASIMPASA,1
KONYASPOR,0,KAYSERISPOR,1
BUCASPOR,0,MKE ANKARAGÜCÜ,0
BURSASPOR,0,TRABZONSPOR,2
ESKİŞEHİRSPOR,0,ANTALYASPOR,0
GAZİANTEPSPOR,2,FENERBAHCE,1
KASIMPASA,2,SIVASSPOR,0
GENÇLERBİRLİĞİ,0,BESIKTAS,2
BÜYÜKŞEHİR BLD.SPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,1
GALATASARAY,0,MANİSASPOR,2
KASIMPASA,1,GENÇLERBİRLİĞİ,1
MANİSASPOR,0,BURSASPOR,2
SIVASSPOR,5,KARDEMİR D.Ç. KARABÜKSPOR,1
BESIKTAS,2,KONYASPOR,2
ANTALYASPOR,0,GAZİANTEPSPOR,1
TRABZONSPOR,0,ESKİŞEHİRSPOR,0
MKE ANKARAGÜCÜ,2,BÜYÜKŞEHİR BLD.SPOR,2
KAYSERISPOR,0,GALATASARAY,0
FENERBAHCE,5,BUCASPOR,2
ESKİŞEHİRSPOR,2,MANİSASPOR,1
KONYASPOR,2,KASIMPASA,2
GAZİANTEPSPOR,1,TRABZONSPOR,3
GENÇLERBİRLİĞİ,1,SIVASSPOR,1
BÜYÜKŞEHİR BLD.SPOR,0,FENERBAHCE,1
KARDEMİR D.Ç. KARABÜKSPOR,5,MKE ANKARAGÜCÜ,1
BUCASPOR,1,ANTALYASPOR,0
GALATASARAY,1,BESIKTAS,2
BURSASPOR,2,KAYSERISPOR,0
TRABZONSPOR,2,BUCASPOR,0
MANİSASPOR,2,GAZİANTEPSPOR,0
MKE ANKARAGÜCÜ,1,SIVASSPOR,1
KASIMPASA,0,GALATASARAY,3
BESIKTAS,1,BURSASPOR,0
KONYASPOR,2,GENÇLERBİRLİĞİ,1
FENERBAHCE,2,KARDEMİR D.Ç. KARABÜKSPOR,1
ANTALYASPOR,1,BÜYÜKŞEHİR BLD.SPOR,0
KAYSERISPOR,2,ESKİŞEHİRSPOR,2
ESKİŞEHİRSPOR,2,BESIKTAS,0
KARDEMİR D.Ç. KARABÜKSPOR,2,ANTALYASPOR,0
BUCASPOR,1,MANİSASPOR,1
GALATASARAY,0,GENÇLERBİRLİĞİ,2
SIVASSPOR,1,KONYASPOR,0
BÜYÜKŞEHİR BLD.SPOR,1,TRABZONSPOR,3
GAZİANTEPSPOR,2,KAYSERISPOR,0
MKE ANKARAGÜCÜ,2,FENERBAHCE,1
BURSASPOR,2,KASIMPASA,1
TRABZONSPOR,3,KARDEMİR D.Ç. KARABÜKSPOR,0
KAYSERISPOR,2,BUCASPOR,0
GENÇLERBİRLİĞİ,1,BURSASPOR,5
ANTALYASPOR,2,MKE ANKARAGÜCÜ,2
FENERBAHCE,1,SIVASSPOR,0
MANİSASPOR,1,BÜYÜKŞEHİR BLD.SPOR,0
KONYASPOR,0,GALATASARAY,1
KASIMPASA,0,ESKİŞEHİRSPOR,2
BESIKTAS,1,GAZİANTEPSPOR,1
BESIKTAS,5,BUCASPOR,1
MANİSASPOR,4,KARDEMİR D.Ç. KARABÜKSPOR,2
TRABZONSPOR,1,MKE ANKARAGÜCÜ,1
GENÇLERBİRLİĞİ,0,ESKİŞEHİRSPOR,1
ANTALYASPOR,0,FENERBAHCE,1
KASIMPASA,0,GAZİANTEPSPOR,1
KONYASPOR,0,BURSASPOR,0
GALATASARAY,1,SIVASSPOR,0
KAYSERISPOR,3,BÜYÜKŞEHİR BLD.SPOR,2
KARDEMİR D.Ç. KARABÜKSPOR,0,KAYSERISPOR,0
SIVASSPOR,1,ANTALYASPOR,1
BUCASPOR,4,KASIMPASA,0
BURSASPOR,2,GALATASARAY,0
MKE ANKARAGÜCÜ,1,MANİSASPOR,3
BÜYÜKŞEHİR BLD.SPOR,2,BESIKTAS,1
GAZİANTEPSPOR,1,GENÇLERBİRLİĞİ,1
FENERBAHCE,2,TRABZONSPOR,0
ESKİŞEHİRSPOR,1,KONYASPOR,0
BURSASPOR,2,SIVASSPOR,1
KASIMPASA,1,BÜYÜKŞEHİR BLD.SPOR,3
BESIKTAS,1,KARDEMİR D.Ç. KARABÜKSPOR,1
KAYSERISPOR,2,MKE ANKARAGÜCÜ,1
MANİSASPOR,1,FENERBAHCE,3
KONYASPOR,0,GAZİANTEPSPOR,2
TRABZONSPOR,0,ANTALYASPOR,0
GENÇLERBİRLİĞİ,1,BUCASPOR,0
GALATASARAY,4,ESKİŞEHİRSPOR,2
BUCASPOR,3,KONYASPOR,2
SIVASSPOR,2,TRABZONSPOR,3
BÜYÜKŞEHİR BLD.SPOR,0,GENÇLERBİRLİĞİ,1
GAZİANTEPSPOR,1,GALATASARAY,0
KARDEMİR D.Ç. KARABÜKSPOR,1,KASIMPASA,3
ESKİŞEHİRSPOR,1,BURSASPOR,1
ANTALYASPOR,1,MANİSASPOR,4
MKE ANKARAGÜCÜ,1,BESIKTAS,0
FENERBAHCE,2,KAYSERISPOR,0
ESKİŞEHİRSPOR,2,SIVASSPOR,1
KASIMPASA,2,MKE ANKARAGÜCÜ,1
BURSASPOR,1,GAZİANTEPSPOR,4
GENÇLERBİRLİĞİ,2,KARDEMİR D.Ç. KARABÜKSPOR,3
GALATASARAY,1,BUCASPOR,0
KAYSERISPOR,2,ANTALYASPOR,0
KONYASPOR,0,BÜYÜKŞEHİR BLD.SPOR,0
BESIKTAS,2,FENERBAHCE,4
MANİSASPOR,1,TRABZONSPOR,2
BUCASPOR,0,BURSASPOR,2
MKE ANKARAGÜCÜ,2,GENÇLERBİRLİĞİ,4
BÜYÜKŞEHİR BLD.SPOR,3,GALATASARAY,1
GAZİANTEPSPOR,2,ESKİŞEHİRSPOR,1
FENERBAHCE,2,KASIMPASA,0
KARDEMİR D.Ç. KARABÜKSPOR,2,KONYASPOR,1
SIVASSPOR,4,MANİSASPOR,2
TRABZONSPOR,3,KAYSERISPOR,3
ANTALYASPOR,0,BESIKTAS,2
KAYSERISPOR,1,MANİSASPOR,2
KONYASPOR,0,MKE ANKARAGÜCÜ,2
GAZİANTEPSPOR,3,SIVASSPOR,1
GALATASARAY,0,KARDEMİR D.Ç. KARABÜKSPOR,0
KASIMPASA,2,ANTALYASPOR,3
BURSASPOR,1,BÜYÜKŞEHİR BLD.SPOR,1
ESKİŞEHİRSPOR,1,BUCASPOR,0
BESIKTAS,1,TRABZONSPOR,2
GENÇLERBİRLİĞİ,2,FENERBAHCE,4
MANİSASPOR,0,BESIKTAS,0
KARDEMİR D.Ç. KARABÜKSPOR,1,BURSASPOR,1
BÜYÜKŞEHİR BLD.SPOR,0,ESKİŞEHİRSPOR,2
TRABZONSPOR,1,KASIMPASA,0
ANTALYASPOR,0,GENÇLERBİRLİĞİ,0
MKE ANKARAGÜCÜ,3,GALATASARAY,2
BUCASPOR,2,GAZİANTEPSPOR,1
SIVASSPOR,1,KAYSERISPOR,0
FENERBAHCE,2,KONYASPOR,0
GALATASARAY,1,FENERBAHCE,2
KASIMPASA,1,MANİSASPOR,0
GAZİANTEPSPOR,4,BÜYÜKŞEHİR BLD.SPOR,1
KONYASPOR,0,ANTALYASPOR,0
BESIKTAS,4,KAYSERISPOR,2
ESKİŞEHİRSPOR,1,KARDEMİR D.Ç. KARABÜKSPOR,0
GENÇLERBİRLİĞİ,1,TRABZONSPOR,2
BUCASPOR,0,SIVASSPOR,4
BURSASPOR,0,MKE ANKARAGÜCÜ,0
KARDEMİR D.Ç. KARABÜKSPOR,3,GAZİANTEPSPOR,2
SIVASSPOR,1,BESIKTAS,0
MKE ANKARAGÜCÜ,2,ESKİŞEHİRSPOR,2
TRABZONSPOR,1,KONYASPOR,0
MANİSASPOR,0,GENÇLERBİRLİĞİ,3
KAYSERISPOR,1,KASIMPASA,3
BÜYÜKŞEHİR BLD.SPOR,2,BUCASPOR,1
FENERBAHCE,0,BURSASPOR,0
ANTALYASPOR,3,GALATASARAY,0
BURSASPOR,2,ANTALYASPOR,3
BUCASPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,1
KONYASPOR,0,MANİSASPOR,0
ESKİŞEHİRSPOR,1,FENERBAHCE,3
BÜYÜKŞEHİR BLD.SPOR,1,SIVASSPOR,2
GAZİANTEPSPOR,3,MKE ANKARAGÜCÜ,2
GENÇLERBİRLİĞİ,4,KAYSERISPOR,1
GALATASARAY,0,TRABZONSPOR,1
KASIMPASA,0,BESIKTAS,1
BESIKTAS,2,GENÇLERBİRLİĞİ,2
MKE ANKARAGÜCÜ,5,BUCASPOR,3
KARDEMİR D.Ç. KARABÜKSPOR,0,BÜYÜKŞEHİR BLD.SPOR,2
FENERBAHCE,1,GAZİANTEPSPOR,0
SIVASSPOR,1,KASIMPASA,1
KAYSERISPOR,1,KONYASPOR,3
ANTALYASPOR,2,ESKİŞEHİRSPOR,2
TRABZONSPOR,1,BURSASPOR,0
MANİSASPOR,2,GALATASARAY,3
ESKİŞEHİRSPOR,0,TRABZONSPOR,0
KARDEMİR D.Ç. KARABÜKSPOR,2,SIVASSPOR,1
BURSASPOR,2,MANİSASPOR,1
GALATASARAY,1,KAYSERISPOR,1
GENÇLERBİRLİĞİ,1,KASIMPASA,1
GAZİANTEPSPOR,2,ANTALYASPOR,1
BÜYÜKŞEHİR BLD.SPOR,1,MKE ANKARAGÜCÜ,4
BUCASPOR,3,FENERBAHCE,5
KONYASPOR,1,BESIKTAS,1
SIVASSPOR,1,GENÇLERBİRLİĞİ,1
KASIMPASA,2,KONYASPOR,2
ANTALYASPOR,3,BUCASPOR,3
BESIKTAS,2,GALATASARAY,0
MANİSASPOR,3,ESKİŞEHİRSPOR,1
FENERBAHCE,2,BÜYÜKŞEHİR BLD.SPOR,0
TRABZONSPOR,3,GAZİANTEPSPOR,0
KAYSERISPOR,1,BURSASPOR,0
MKE ANKARAGÜCÜ,0,KARDEMİR D.Ç. KARABÜKSPOR,0
ESKİŞEHİRSPOR,1,KAYSERISPOR,2
BÜYÜKŞEHİR BLD.SPOR,1,ANTALYASPOR,1
BURSASPOR,0,BESIKTAS,3
GAZİANTEPSPOR,1,MANİSASPOR,0
GENÇLERBİRLİĞİ,2,KONYASPOR,1
KARDEMİR D.Ç. KARABÜKSPOR,0,FENERBAHCE,1
BUCASPOR,1,TRABZONSPOR,2
SIVASSPOR,1,MKE ANKARAGÜCÜ,1
GALATASARAY,3,KASIMPASA,1
ANTALYASPOR,1,KARDEMİR D.Ç. KARABÜKSPOR,2
KONYASPOR,1,SIVASSPOR,1
MANİSASPOR,4,BUCASPOR,2
GENÇLERBİRLİĞİ,2,GALATASARAY,3
KAYSERISPOR,1,GAZİANTEPSPOR,2
KASIMPASA,0,BURSASPOR,3
TRABZONSPOR,3,BÜYÜKŞEHİR BLD.SPOR,1
FENERBAHCE,6,MKE ANKARAGÜCÜ,0
BESIKTAS,3,ESKİŞEHİRSPOR,1
BÜYÜKŞEHİR BLD.SPOR,0,MANİSASPOR,0
GALATASARAY,2,KONYASPOR,0
BUCASPOR,3,KAYSERISPOR,3
MKE ANKARAGÜCÜ,2,ANTALYASPOR,3
BURSASPOR,1,GENÇLERBİRLİĞİ,0
GAZİANTEPSPOR,0,BESIKTAS,0
ESKİŞEHİRSPOR,4,KASIMPASA,0
SIVASSPOR,3,FENERBAHCE,4
KARDEMİR D.Ç. KARABÜKSPOR,0,TRABZONSPOR,4
ESKİŞEHİRSPOR,2,BESIKTAS,1
SAMSUNSPOR,3,GENÇLERBİRLİĞİ,2
MKE ANKARAGÜCÜ,1,MERSİN İDMAN YURDU,2
MANİSASPOR,1,TRABZONSPOR,1
BURSASPOR,3,KAYSERISPOR,0
KARDEMİR D.Ç. KARABÜKSPOR,2,SIVASSPOR,1
ANTALYASPOR,1,GAZİANTEPSPOR,0
BÜYÜKŞEHİR BLD.SPOR,2,GALATASARAY,0
FENERBAHCE,1,ORDUSPOR,0
KAYSERISPOR,0,ANTALYASPOR,1
GAZİANTEPSPOR,1,FENERBAHCE,3
GENÇLERBİRLİĞİ,2,KARDEMİR D.Ç. KARABÜKSPOR,1
ORDUSPOR,1,MANİSASPOR,0
TRABZONSPOR,0,BASAKSEHIR,1
MERSİN İDMAN YURDU,1,BURSASPOR,3
SIVASSPOR,0,ESKİŞEHİRSPOR,4
GALATASARAY,3,SAMSUNSPOR,1
BESIKTAS,3,MKE ANKARAGÜCÜ,1
FENERBAHCE,1,MANİSASPOR,1
BASAKSEHIR,1,ORDUSPOR,1
GAZİANTEPSPOR,1,KAYSERISPOR,2
KARDEMİR D.Ç. KARABÜKSPOR,1,GALATASARAY,1
ANTALYASPOR,1,MERSİN İDMAN YURDU,2
ESKİŞEHİRSPOR,0,GENÇLERBİRLİĞİ,0
SAMSUNSPOR,1,TRABZONSPOR,1
BURSASPOR,1,BESIKTAS,2
MKE ANKARAGÜCÜ,1,SIVASSPOR,2
KAYSERISPOR,0,FENERBAHCE,1
MERSİN İDMAN YURDU,2,GAZİANTEPSPOR,0
MANİSASPOR,0,BASAKSEHIR,2
TRABZONSPOR,3,KARDEMİR D.Ç. KARABÜKSPOR,1
SIVASSPOR,3,BURSASPOR,0
ORDUSPOR,0,SAMSUNSPOR,0
GENÇLERBİRLİĞİ,1,MKE ANKARAGÜCÜ,1
BESIKTAS,1,ANTALYASPOR,0
GALATASARAY,2,ESKİŞEHİRSPOR,0
BURSASPOR,4,GENÇLERBİRLİĞİ,0
KARDEMİR D.Ç. KARABÜKSPOR,1,ORDUSPOR,2
FENERBAHCE,4,BASAKSEHIR,2
ANTALYASPOR,2,SIVASSPOR,2
SAMSUNSPOR,1,MANİSASPOR,2
KAYSERISPOR,2,MERSİN İDMAN YURDU,2
MKE ANKARAGÜCÜ,0,GALATASARAY,3
ESKİŞEHİRSPOR,0,TRABZONSPOR,2
GAZİANTEPSPOR,0,BESIKTAS,0
TRABZONSPOR,3,MKE ANKARAGÜCÜ,2
ORDUSPOR,2,ESKİŞEHİRSPOR,1
BESIKTAS,0,KAYSERISPOR,2
SIVASSPOR,0,GAZİANTEPSPOR,0
GENÇLERBİRLİĞİ,3,ANTALYASPOR,0
BASAKSEHIR,3,SAMSUNSPOR,0
GALATASARAY,2,BURSASPOR,1
MANİSASPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,1
MERSİN İDMAN YURDU,1,FENERBAHCE,2
ANTALYASPOR,0,GALATASARAY,0
ESKİŞEHİRSPOR,0,MANİSASPOR,2
BURSASPOR,1,TRABZONSPOR,1
KARDEMİR D.Ç. KARABÜKSPOR,2,BASAKSEHIR,0
MKE ANKARAGÜCÜ,0,ORDUSPOR,2
KAYSERISPOR,6,SIVASSPOR,2
GAZİANTEPSPOR,3,GENÇLERBİRLİĞİ,0
FENERBAHCE,0,SAMSUNSPOR,0
MERSİN İDMAN YURDU,0,BESIKTAS,1
SAMSUNSPOR,0,KARDEMİR D.Ç. KARABÜKSPOR,0
BASAKSEHIR,2,ESKİŞEHİRSPOR,2
ORDUSPOR,1,BURSASPOR,1
GALATASARAY,2,GAZİANTEPSPOR,4
TRABZONSPOR,2,ANTALYASPOR,2
GENÇLERBİRLİĞİ,1,KAYSERISPOR,0
SIVASSPOR,1,MERSİN İDMAN YURDU,0
MANİSASPOR,2,MKE ANKARAGÜCÜ,0
BESIKTAS,2,FENERBAHCE,2
ANTALYASPOR,1,ORDUSPOR,1
GAZİANTEPSPOR,0,TRABZONSPOR,1
ESKİŞEHİRSPOR,1,SAMSUNSPOR,0
BURSASPOR,0,MANİSASPOR,0
KAYSERISPOR,0,GALATASARAY,2
MKE ANKARAGÜCÜ,1,BASAKSEHIR,2
BESIKTAS,3,SIVASSPOR,1
MERSİN İDMAN YURDU,2,GENÇLERBİRLİĞİ,1
FENERBAHCE,1,KARDEMİR D.Ç. KARABÜKSPOR,0
SIVASSPOR,2,FENERBAHCE,0
SAMSUNSPOR,2,MKE ANKARAGÜCÜ,2
ORDUSPOR,0,GAZİANTEPSPOR,0
MANİSASPOR,1,ANTALYASPOR,0
KARDEMİR D.Ç. KARABÜKSPOR,1,ESKİŞEHİRSPOR,2
GALATASARAY,0,MERSİN İDMAN YURDU,0
BASAKSEHIR,0,BURSASPOR,0
TRABZONSPOR,2,KAYSERISPOR,1
GENÇLERBİRLİĞİ,4,BESIKTAS,2
MERSİN İDMAN YURDU,1,TRABZONSPOR,1
MKE ANKARAGÜCÜ,2,KARDEMİR D.Ç. KARABÜKSPOR,1
KAYSERISPOR,1,ORDUSPOR,0
FENERBAHCE,1,ESKİŞEHİRSPOR,0
ANTALYASPOR,2,BASAKSEHIR,1
SIVASSPOR,1,GENÇLERBİRLİĞİ,1
GAZİANTEPSPOR,1,MANİSASPOR,1
BESIKTAS,0,GALATASARAY,0
BURSASPOR,1,SAMSUNSPOR,0
GENÇLERBİRLİĞİ,0,FENERBAHCE,0
SAMSUNSPOR,1,ANTALYASPOR,0
ORDUSPOR,0,MERSİN İDMAN YURDU,1
GALATASARAY,2,SIVASSPOR,1
BASAKSEHIR,3,GAZİANTEPSPOR,1
ESKİŞEHİRSPOR,3,MKE ANKARAGÜCÜ,2
MANİSASPOR,1,KAYSERISPOR,0
TRABZONSPOR,0,BESIKTAS,1
KARDEMİR D.Ç. KARABÜKSPOR,3,BURSASPOR,1
SIVASSPOR,2,TRABZONSPOR,2
GAZİANTEPSPOR,1,SAMSUNSPOR,0
GENÇLERBİRLİĞİ,0,GALATASARAY,1
FENERBAHCE,4,MKE ANKARAGÜCÜ,2
ANTALYASPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,1
KAYSERISPOR,1,BASAKSEHIR,0
MERSİN İDMAN YURDU,0,MANİSASPOR,0
BURSASPOR,0,ESKİŞEHİRSPOR,1
BESIKTAS,2,ORDUSPOR,1
ESKİŞEHİRSPOR,1,ANTALYASPOR,0
KARDEMİR D.Ç. KARABÜKSPOR,0,GAZİANTEPSPOR,0
GALATASARAY,3,FENERBAHCE,1
MKE ANKARAGÜCÜ,0,BURSASPOR,0
SAMSUNSPOR,0,KAYSERISPOR,1
BASAKSEHIR,0,MERSİN İDMAN YURDU,0
ORDUSPOR,1,SIVASSPOR,2
MANİSASPOR,1,BESIKTAS,4
TRABZONSPOR,1,GENÇLERBİRLİĞİ,2
GAZİANTEPSPOR,0,ESKİŞEHİRSPOR,1
ANTALYASPOR,1,MKE ANKARAGÜCÜ,0
GENÇLERBİRLİĞİ,3,ORDUSPOR,1
BESIKTAS,1,BASAKSEHIR,1
MERSİN İDMAN YURDU,1,SAMSUNSPOR,0
TRABZONSPOR,0,GALATASARAY,3
SIVASSPOR,2,MANİSASPOR,2
KAYSERISPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,0
BURSASPOR,0,FENERBAHCE,2
ORDUSPOR,0,GALATASARAY,2
MKE ANKARAGÜCÜ,0,GAZİANTEPSPOR,0
KARDEMİR D.Ç. KARABÜKSPOR,3,MERSİN İDMAN YURDU,5
ESKİŞEHİRSPOR,1,KAYSERISPOR,0
BURSASPOR,0,ANTALYASPOR,0
BASAKSEHIR,1,SIVASSPOR,1
MANİSASPOR,0,GENÇLERBİRLİĞİ,1
SAMSUNSPOR,1,BESIKTAS,1
FENERBAHCE,1,TRABZONSPOR,0
ANTALYASPOR,0,FENERBAHCE,0
MERSİN İDMAN YURDU,0,ESKİŞEHİRSPOR,0
KAYSERISPOR,3,MKE ANKARAGÜCÜ,0
GALATASARAY,1,MANİSASPOR,0
SIVASSPOR,3,SAMSUNSPOR,2
GENÇLERBİRLİĞİ,4,BASAKSEHIR,0
TRABZONSPOR,4,ORDUSPOR,1
BESIKTAS,1,KARDEMİR D.Ç. KARABÜKSPOR,0
GAZİANTEPSPOR,2,BURSASPOR,2
KAYSERISPOR,0,BURSASPOR,2
SIVASSPOR,3,KARDEMİR D.Ç. KARABÜKSPOR,0
TRABZONSPOR,2,MANİSASPOR,1
MERSİN İDMAN YURDU,1,MKE ANKARAGÜCÜ,2
GALATASARAY,4,BASAKSEHIR,1
GENÇLERBİRLİĞİ,1,SAMSUNSPOR,1
ORDUSPOR,1,FENERBAHCE,1
GAZİANTEPSPOR,1,ANTALYASPOR,0
BESIKTAS,2,ESKİŞEHİRSPOR,0
BURSASPOR,1,MERSİN İDMAN YURDU,0
BASAKSEHIR,0,TRABZONSPOR,2
SAMSUNSPOR,2,GALATASARAY,4
KARDEMİR D.Ç. KARABÜKSPOR,2,GENÇLERBİRLİĞİ,1
MANİSASPOR,0,ORDUSPOR,0
ANTALYASPOR,1,KAYSERISPOR,0
ESKİŞEHİRSPOR,1,SIVASSPOR,1
MKE ANKARAGÜCÜ,0,BESIKTAS,0
FENERBAHCE,3,GAZİANTEPSPOR,1
GENÇLERBİRLİĞİ,2,ESKİŞEHİRSPOR,1
GALATASARAY,5,KARDEMİR D.Ç. KARABÜKSPOR,1
SIVASSPOR,3,MKE ANKARAGÜCÜ,0
ORDUSPOR,1,BASAKSEHIR,0
MERSİN İDMAN YURDU,0,ANTALYASPOR,2
TRABZONSPOR,4,SAMSUNSPOR,0
BESIKTAS,3,BURSASPOR,1
MANİSASPOR,1,FENERBAHCE,2
KAYSERISPOR,1,GAZİANTEPSPOR,1
ANTALYASPOR,1,BESIKTAS,2
GAZİANTEPSPOR,1,MERSİN İDMAN YURDU,0
BASAKSEHIR,3,MANİSASPOR,2
SAMSUNSPOR,2,ORDUSPOR,0
BURSASPOR,1,SIVASSPOR,2
KARDEMİR D.Ç. KARABÜKSPOR,2,TRABZONSPOR,1
FENERBAHCE,4,KAYSERISPOR,0
MKE ANKARAGÜCÜ,0,GENÇLERBİRLİĞİ,1
