macNo,ev,evGol,dep,depGol
509,KONYASPOR,4,GENÇLERBİRLİĞİ,1
510,A.SEBATSPOR,0,DİYARBAKIRSPOR,1
511,BESIKTAS,1,ISTANBULSPOR,2
512,SAMSUNSPOR,1,TRABZONSPOR,3
513,FENERBAHCE,2,GALATASARAY,1
514,ELAZIĞSPOR,1,SAMSUNSPOR,0
515,DİYARBAKIRSPOR,0,RIZESPOR,1
516,KONYASPOR,1,BURSASPOR,1
517,GENÇLERBİRLİĞİ,0,FENERBAHCE,1
518,MALATYASPOR,0,DENİZLİSPOR,1
519,GAZIANTEPFK,2,A.SEBATSPOR,2
520,ISTANBULSPOR,2,ANKARAGUCU,3
521,GALATASARAY,3,ADANASPOR A.Ş.,2
522,TRABZONSPOR,3,BESIKTAS,0
523,ANKARAGUCU,1,TRABZONSPOR,2
524,DENİZLİSPOR,2,ISTANBULSPOR,0
525,BURSASPOR,3,MALATYASPOR,2
526,A.SEBATSPOR,2,GALATASARAY,1
527,FENERBAHCE,5,KONYASPOR,2
528,RIZESPOR,1,GAZIANTEPFK,2
529,SAMSUNSPOR,3,DİYARBAKIRSPOR,1
530,BESIKTAS,5,ELAZIĞSPOR,3
531,ADANASPOR A.Ş.,2,GENÇLERBİRLİĞİ,2
532,DİYARBAKIRSPOR,3,BESIKTAS,1
533,GAZIANTEPFK,1,SAMSUNSPOR,0
534,KONYASPOR,4,ADANASPOR A.Ş.,1
535,GALATASARAY,1,RIZESPOR,2
536,GENÇLERBİRLİĞİ,3,A.SEBATSPOR,1
537,ISTANBULSPOR,0,MALATYASPOR,0
538,TRABZONSPOR,1,DENİZLİSPOR,0
539,ELAZIĞSPOR,1,ANKARAGUCU,2
540,FENERBAHCE,3,BURSASPOR,1
541,SAMSUNSPOR,1,GALATASARAY,0
542,ANKARAGUCU,3,DİYARBAKIRSPOR,1
543,DENİZLİSPOR,3,ELAZIĞSPOR,0
544,BURSASPOR,1,ISTANBULSPOR,1
545,A.SEBATSPOR,1,KONYASPOR,1
546,MALATYASPOR,2,TRABZONSPOR,3
547,ADANASPOR A.Ş.,1,FENERBAHCE,2
548,RIZESPOR,2,GENÇLERBİRLİĞİ,0
549,BESIKTAS,4,GAZIANTEPFK,1
550,DİYARBAKIRSPOR,0,DENİZLİSPOR,1
551,GAZIANTEPFK,2,ANKARAGUCU,1
552,TRABZONSPOR,2,ISTANBULSPOR,0
553,FENERBAHCE,4,A.SEBATSPOR,2
554,ELAZIĞSPOR,0,MALATYASPOR,0
555,ADANASPOR A.Ş.,0,BURSASPOR,3
556,GENÇLERBİRLİĞİ,2,SAMSUNSPOR,1
557,KONYASPOR,2,RIZESPOR,1
558,GALATASARAY,1,BESIKTAS,2
559,RIZESPOR,1,FENERBAHCE,0
560,ISTANBULSPOR,3,ELAZIĞSPOR,1
561,BURSASPOR,1,TRABZONSPOR,2
562,A.SEBATSPOR,4,ADANASPOR A.Ş.,3
563,ANKARAGUCU,1,GALATASARAY,0
564,MALATYASPOR,5,DİYARBAKIRSPOR,0
565,DENİZLİSPOR,2,GAZIANTEPFK,0
566,BESIKTAS,2,GENÇLERBİRLİĞİ,2
567,SAMSUNSPOR,2,KONYASPOR,3
568,GALATASARAY,4,DENİZLİSPOR,3
569,GENÇLERBİRLİĞİ,1,ANKARAGUCU,2
570,ELAZIĞSPOR,0,TRABZONSPOR,3
571,GAZIANTEPFK,1,MALATYASPOR,3
572,KONYASPOR,2,BESIKTAS,2
573,ADANASPOR A.Ş.,0,RIZESPOR,1
574,DİYARBAKIRSPOR,1,ISTANBULSPOR,2
575,A.SEBATSPOR,0,BURSASPOR,1
576,FENERBAHCE,1,SAMSUNSPOR,1
577,MALATYASPOR,1,GALATASARAY,2
578,RIZESPOR,0,A.SEBATSPOR,1
579,ISTANBULSPOR,0,GAZIANTEPFK,1
580,BURSASPOR,4,ELAZIĞSPOR,0
581,TRABZONSPOR,2,DİYARBAKIRSPOR,0
582,SAMSUNSPOR,2,ADANASPOR A.Ş.,1
583,ANKARAGUCU,1,KONYASPOR,0
584,DENİZLİSPOR,1,GENÇLERBİRLİĞİ,2
585,BESIKTAS,1,FENERBAHCE,3
586,ADANASPOR A.Ş.,1,BESIKTAS,0
587,FENERBAHCE,3,ANKARAGUCU,1
588,GAZIANTEPFK,1,TRABZONSPOR,2
589,GENÇLERBİRLİĞİ,2,MALATYASPOR,2
590,KONYASPOR,1,DENİZLİSPOR,1
591,A.SEBATSPOR,1,SAMSUNSPOR,0
592,GALATASARAY,2,ISTANBULSPOR,2
593,BURSASPOR,4,RIZESPOR,2
594,ELAZIĞSPOR,0,DİYARBAKIRSPOR,1
595,ANKARAGUCU,1,ADANASPOR A.Ş.,2
596,ELAZIĞSPOR,1,GAZIANTEPFK,2
597,MALATYASPOR,1,KONYASPOR,3
598,ISTANBULSPOR,3,GENÇLERBİRLİĞİ,0
599,DİYARBAKIRSPOR,0,BURSASPOR,3
600,SAMSUNSPOR,2,RIZESPOR,1
601,BESIKTAS,0,A.SEBATSPOR,2
602,TRABZONSPOR,2,GALATASARAY,4
603,DENİZLİSPOR,0,FENERBAHCE,4
604,FENERBAHCE,2,MALATYASPOR,4
605,BURSASPOR,1,SAMSUNSPOR,0
606,KONYASPOR,0,ISTANBULSPOR,2
607,ADANASPOR A.Ş.,4,DENİZLİSPOR,1
608,A.SEBATSPOR,3,ANKARAGUCU,2
609,GAZIANTEPFK,4,DİYARBAKIRSPOR,1
610,RIZESPOR,1,BESIKTAS,0
611,GALATASARAY,3,ELAZIĞSPOR,1
612,GENÇLERBİRLİĞİ,2,TRABZONSPOR,2
613,RIZESPOR,2,FENERBAHCE,2
614,GENÇLERBİRLİĞİ,1,SAKARYASPOR A.Ş.,0
615,DENİZLİSPOR,2,GAZIANTEPFK,1
616,KAYSERISPOR,0,TRABZONSPOR,3
617,MALATYASPOR,1,BESIKTAS,1
618,A.SEBATSPOR,1,B.B. ANKARASPOR,3
619,ISTANBULSPOR,1,DİYARBAKIRSPOR,1
620,SAMSUNSPOR,1,ANKARAGUCU,1
621,GALATASARAY,3,KONYASPOR,1
622,GAZIANTEPFK,1,GALATASARAY,0
623,B.B. ANKARASPOR,1,MALATYASPOR,3
624,ANKARAGUCU,0,ISTANBULSPOR,0
625,DİYARBAKIRSPOR,2,KAYSERISPOR,1
626,FENERBAHCE,2,SAMSUNSPOR,1
627,SAKARYASPOR A.Ş.,1,DENİZLİSPOR,2
628,GENÇLERBİRLİĞİ,1,BESIKTAS,1
629,TRABZONSPOR,3,A.SEBATSPOR,1
630,KONYASPOR,0,RIZESPOR,0
631,ISTANBULSPOR,0,FENERBAHCE,3
632,GENÇLERBİRLİĞİ,1,B.B. ANKARASPOR,1
633,MALATYASPOR,3,TRABZONSPOR,4
634,SAMSUNSPOR,1,KONYASPOR,1
635,DENİZLİSPOR,3,BESIKTAS,1
636,A.SEBATSPOR,2,DİYARBAKIRSPOR,2
637,GALATASARAY,2,RIZESPOR,1
638,KAYSERISPOR,1,ANKARAGUCU,1
639,GAZIANTEPFK,1,SAKARYASPOR A.Ş.,0
640,KAYSERISPOR,0,FENERBAHCE,2
641,B.B. ANKARASPOR,3,DENİZLİSPOR,2
642,RIZESPOR,2,SAMSUNSPOR,0
643,KONYASPOR,2,ISTANBULSPOR,1
644,SAKARYASPOR A.Ş.,1,GALATASARAY,2
645,TRABZONSPOR,3,GENÇLERBİRLİĞİ,1
646,DİYARBAKIRSPOR,1,MALATYASPOR,2
647,ANKARAGUCU,2,A.SEBATSPOR,1
648,BESIKTAS,3,GAZIANTEPFK,4
649,A.SEBATSPOR,1,FENERBAHCE,4
650,DENİZLİSPOR,0,TRABZONSPOR,2
651,GAZIANTEPFK,2,B.B. ANKARASPOR,1
652,GENÇLERBİRLİĞİ,2,DİYARBAKIRSPOR,0
653,ISTANBULSPOR,0,RIZESPOR,3
654,SAKARYASPOR A.Ş.,1,BESIKTAS,4
655,MALATYASPOR,1,ANKARAGUCU,0
656,KAYSERISPOR,2,KONYASPOR,2
657,GALATASARAY,3,SAMSUNSPOR,1
658,DİYARBAKIRSPOR,0,DENİZLİSPOR,1
659,B.B. ANKARASPOR,1,SAKARYASPOR A.Ş.,1
660,KONYASPOR,3,A.SEBATSPOR,3
661,SAMSUNSPOR,2,ISTANBULSPOR,1
662,FENERBAHCE,3,MALATYASPOR,1
663,TRABZONSPOR,0,GAZIANTEPFK,0
664,ANKARAGUCU,1,GENÇLERBİRLİĞİ,0
665,RIZESPOR,2,KAYSERISPOR,1
666,BESIKTAS,0,GALATASARAY,0
667,GENÇLERBİRLİĞİ,1,FENERBAHCE,2
668,A.SEBATSPOR,0,RIZESPOR,0
669,BESIKTAS,2,B.B. ANKARASPOR,3
670,KAYSERISPOR,1,SAMSUNSPOR,4
671,SAKARYASPOR A.Ş.,1,TRABZONSPOR,3
672,GAZIANTEPFK,1,DİYARBAKIRSPOR,1
673,DENİZLİSPOR,2,ANKARAGUCU,0
674,MALATYASPOR,5,KONYASPOR,0
675,GALATASARAY,4,ISTANBULSPOR,1
676,B.B. ANKARASPOR,0,GALATASARAY,2
677,RIZESPOR,0,MALATYASPOR,1
678,DİYARBAKIRSPOR,1,SAKARYASPOR A.Ş.,0
679,ANKARAGUCU,2,GAZIANTEPFK,1
680,FENERBAHCE,2,DENİZLİSPOR,0
681,ISTANBULSPOR,2,KAYSERISPOR,0
682,KONYASPOR,3,GENÇLERBİRLİĞİ,2
683,TRABZONSPOR,1,BESIKTAS,0
684,SAMSUNSPOR,3,A.SEBATSPOR,0
685,GENÇLERBİRLİĞİ,2,RIZESPOR,1
686,GAZIANTEPFK,0,FENERBAHCE,1
687,SAKARYASPOR A.Ş.,1,ANKARAGUCU,0
688,BESIKTAS,4,DİYARBAKIRSPOR,0
689,A.SEBATSPOR,2,ISTANBULSPOR,2
690,MALATYASPOR,1,SAMSUNSPOR,2
691,B.B. ANKARASPOR,1,TRABZONSPOR,1
692,DENİZLİSPOR,2,KONYASPOR,1
693,GALATASARAY,5,KAYSERISPOR,1
694,ISTANBULSPOR,0,MALATYASPOR,2
695,SAMSUNSPOR,2,GENÇLERBİRLİĞİ,0
696,KONYASPOR,2,GAZIANTEPFK,2
697,TRABZONSPOR,0,GALATASARAY,1
698,FENERBAHCE,6,SAKARYASPOR A.Ş.,0
699,ANKARAGUCU,1,BESIKTAS,4
700,DİYARBAKIRSPOR,1,B.B. ANKARASPOR,0
701,KAYSERISPOR,4,A.SEBATSPOR,1
702,RIZESPOR,2,DENİZLİSPOR,0
703,TRABZONSPOR,4,DİYARBAKIRSPOR,1
704,GENÇLERBİRLİĞİ,1,ISTANBULSPOR,0
705,BESIKTAS,2,FENERBAHCE,1
706,DENİZLİSPOR,2,SAMSUNSPOR,0
707,GAZIANTEPFK,0,RIZESPOR,1
708,B.B. ANKARASPOR,2,ANKARAGUCU,0
709,MALATYASPOR,0,KAYSERISPOR,1
710,SAKARYASPOR A.Ş.,1,KONYASPOR,4
711,GALATASARAY,2,A.SEBATSPOR,0
712,DİYARBAKIRSPOR,2,GALATASARAY,0
713,A.SEBATSPOR,1,MALATYASPOR,1
714,ISTANBULSPOR,1,DENİZLİSPOR,1
715,SAMSUNSPOR,1,GAZIANTEPFK,3
716,FENERBAHCE,1,B.B. ANKARASPOR,0
717,KAYSERISPOR,1,GENÇLERBİRLİĞİ,2
718,ANKARAGUCU,0,TRABZONSPOR,2
719,RIZESPOR,2,SAKARYASPOR A.Ş.,0
720,KONYASPOR,2,BESIKTAS,2
721,SAKARYASPOR A.Ş.,4,SAMSUNSPOR,2
722,B.B. ANKARASPOR,1,KONYASPOR,3
723,GALATASARAY,1,MALATYASPOR,1
724,TRABZONSPOR,0,FENERBAHCE,2
725,DENİZLİSPOR,2,KAYSERISPOR,1
726,GENÇLERBİRLİĞİ,1,A.SEBATSPOR,1
727,GAZIANTEPFK,0,ISTANBULSPOR,1
728,DİYARBAKIRSPOR,0,ANKARAGUCU,1
729,BESIKTAS,2,RIZESPOR,2
730,ANKARAGUCU,0,GALATASARAY,1
731,KONYASPOR,1,TRABZONSPOR,1
732,RIZESPOR,2,B.B. ANKARASPOR,1
733,FENERBAHCE,3,DİYARBAKIRSPOR,0
734,A.SEBATSPOR,2,DENİZLİSPOR,1
735,ISTANBULSPOR,3,SAKARYASPOR A.Ş.,0
736,MALATYASPOR,0,GENÇLERBİRLİĞİ,2
737,KAYSERISPOR,3,GAZIANTEPFK,1
738,SAMSUNSPOR,2,BESIKTAS,4
739,FENERBAHCE,5,ANKARAGUCU,0
740,DENİZLİSPOR,0,MALATYASPOR,0
741,TRABZONSPOR,1,RIZESPOR,0
742,DİYARBAKIRSPOR,3,KONYASPOR,3
743,GENÇLERBİRLİĞİ,1,GALATASARAY,3
744,SAKARYASPOR A.Ş.,4,KAYSERISPOR,2
745,GAZIANTEPFK,6,A.SEBATSPOR,4
746,B.B. ANKARASPOR,0,SAMSUNSPOR,1
747,BESIKTAS,2,ISTANBULSPOR,1
748,KAYSERISPOR,1,BESIKTAS,2
749,A.SEBATSPOR,0,SAKARYASPOR A.Ş.,1
750,ISTANBULSPOR,1,B.B. ANKARASPOR,1
751,MALATYASPOR,2,GAZIANTEPFK,1
752,SAMSUNSPOR,0,TRABZONSPOR,4
753,KONYASPOR,3,ANKARAGUCU,4
754,GENÇLERBİRLİĞİ,1,DENİZLİSPOR,3
755,RIZESPOR,3,DİYARBAKIRSPOR,0
756,GALATASARAY,1,FENERBAHCE,0
757,DENİZLİSPOR,0,GALATASARAY,0
758,GAZIANTEPFK,1,GENÇLERBİRLİĞİ,0
759,ANKARAGUCU,0,RIZESPOR,0
760,TRABZONSPOR,1,ISTANBULSPOR,1
761,FENERBAHCE,3,KONYASPOR,0
762,B.B. ANKARASPOR,4,KAYSERISPOR,1
763,DİYARBAKIRSPOR,3,SAMSUNSPOR,0
764,SAKARYASPOR A.Ş.,4,MALATYASPOR,1
765,BESIKTAS,6,A.SEBATSPOR,1
766,KONYASPOR,0,GALATASARAY,2
767,SAKARYASPOR A.Ş.,2,GENÇLERBİRLİĞİ,2
768,DİYARBAKIRSPOR,1,ISTANBULSPOR,0
769,B.B. ANKARASPOR,2,A.SEBATSPOR,1
770,BESIKTAS,1,MALATYASPOR,0
771,GAZIANTEPFK,3,DENİZLİSPOR,1
772,TRABZONSPOR,3,KAYSERISPOR,1
773,ANKARAGUCU,1,SAMSUNSPOR,2
774,FENERBAHCE,2,RIZESPOR,0
775,GALATASARAY,5,GAZIANTEPFK,1
776,KAYSERISPOR,3,DİYARBAKIRSPOR,0
777,MALATYASPOR,2,B.B. ANKARASPOR,1
778,RIZESPOR,1,KONYASPOR,1
779,SAMSUNSPOR,1,FENERBAHCE,1
780,DENİZLİSPOR,6,SAKARYASPOR A.Ş.,1
781,A.SEBATSPOR,0,TRABZONSPOR,1
782,BESIKTAS,1,GENÇLERBİRLİĞİ,1
783,ISTANBULSPOR,1,ANKARAGUCU,2
784,BESIKTAS,0,GENÇLERBİRLİĞİ,0
785,RIZESPOR,0,GALATASARAY,3
786,ANKARAGUCU,2,KAYSERISPOR,2
787,KONYASPOR,3,SAMSUNSPOR,0
788,BESIKTAS,2,DENİZLİSPOR,0
789,TRABZONSPOR,3,MALATYASPOR,0
790,DİYARBAKIRSPOR,1,A.SEBATSPOR,0
791,SAKARYASPOR A.Ş.,2,GAZIANTEPFK,2
792,B.B. ANKARASPOR,2,GENÇLERBİRLİĞİ,1
793,FENERBAHCE,4,ISTANBULSPOR,0
794,GAZIANTEPFK,0,BESIKTAS,1
795,A.SEBATSPOR,0,ANKARAGUCU,0
796,ISTANBULSPOR,2,KONYASPOR,2
797,DENİZLİSPOR,1,B.B. ANKARASPOR,1
798,GALATASARAY,1,SAKARYASPOR A.Ş.,0
799,MALATYASPOR,2,DİYARBAKIRSPOR,1
800,SAMSUNSPOR,0,RIZESPOR,1
801,GENÇLERBİRLİĞİ,0,TRABZONSPOR,1
802,FENERBAHCE,7,KAYSERISPOR,0
803,DİYARBAKIRSPOR,1,GENÇLERBİRLİĞİ,3
804,ANKARAGUCU,3,MALATYASPOR,0
805,RIZESPOR,1,ISTANBULSPOR,1
806,SAMSUNSPOR,2,GALATASARAY,1
807,TRABZONSPOR,3,DENİZLİSPOR,0
808,B.B. ANKARASPOR,1,GAZIANTEPFK,0
809,KONYASPOR,3,KAYSERISPOR,1
810,BESIKTAS,2,SAKARYASPOR A.Ş.,1
811,FENERBAHCE,2,A.SEBATSPOR,0
812,ISTANBULSPOR,1,SAMSUNSPOR,1
813,SAKARYASPOR A.Ş.,1,B.B. ANKARASPOR,1
814,GENÇLERBİRLİĞİ,4,ANKARAGUCU,0
815,GALATASARAY,1,BESIKTAS,0
816,A.SEBATSPOR,3,KONYASPOR,5
817,DENİZLİSPOR,0,DİYARBAKIRSPOR,0
818,KAYSERISPOR,2,RIZESPOR,1
819,GAZIANTEPFK,3,TRABZONSPOR,2
820,MALATYASPOR,0,FENERBAHCE,2
821,ANKARAGUCU,1,DENİZLİSPOR,1
822,KONYASPOR,2,MALATYASPOR,0
823,TRABZONSPOR,4,SAKARYASPOR A.Ş.,3
824,ISTANBULSPOR,0,GALATASARAY,3
825,RIZESPOR,2,A.SEBATSPOR,1
826,SAMSUNSPOR,3,KAYSERISPOR,3
827,DİYARBAKIRSPOR,3,GAZIANTEPFK,0
828,B.B. ANKARASPOR,2,BESIKTAS,4
829,FENERBAHCE,3,GENÇLERBİRLİĞİ,2
830,DENİZLİSPOR,2,FENERBAHCE,0
831,MALATYASPOR,0,RIZESPOR,1
832,GAZIANTEPFK,2,ANKARAGUCU,0
833,KAYSERISPOR,0,ISTANBULSPOR,0
834,BESIKTAS,1,TRABZONSPOR,0
835,GENÇLERBİRLİĞİ,2,KONYASPOR,1
836,SAKARYASPOR A.Ş.,3,DİYARBAKIRSPOR,2
837,A.SEBATSPOR,3,SAMSUNSPOR,0
838,GALATASARAY,4,B.B. ANKARASPOR,2
839,ISTANBULSPOR,1,A.SEBATSPOR,0
840,RIZESPOR,1,GENÇLERBİRLİĞİ,1
841,ANKARAGUCU,2,SAKARYASPOR A.Ş.,7
842,FENERBAHCE,2,GAZIANTEPFK,0
843,SAMSUNSPOR,0,MALATYASPOR,1
844,TRABZONSPOR,2,B.B. ANKARASPOR,2
845,KONYASPOR,0,DENİZLİSPOR,0
846,DİYARBAKIRSPOR,0,BESIKTAS,0
847,KAYSERISPOR,2,GALATASARAY,2
848,BESIKTAS,4,ANKARAGUCU,1
849,A.SEBATSPOR,0,KAYSERISPOR,0
850,B.B. ANKARASPOR,3,DİYARBAKIRSPOR,0
851,MALATYASPOR,2,ISTANBULSPOR,0
852,SAKARYASPOR A.Ş.,0,FENERBAHCE,1
853,GENÇLERBİRLİĞİ,0,SAMSUNSPOR,0
854,GAZIANTEPFK,2,KONYASPOR,0
855,DENİZLİSPOR,3,RIZESPOR,0
856,GALATASARAY,0,TRABZONSPOR,2
857,DİYARBAKIRSPOR,0,TRABZONSPOR,1
858,A.SEBATSPOR,1,GALATASARAY,3
859,SAMSUNSPOR,4,DENİZLİSPOR,0
860,KONYASPOR,2,SAKARYASPOR A.Ş.,0
861,KAYSERISPOR,1,MALATYASPOR,1
862,ANKARAGUCU,2,B.B. ANKARASPOR,5
863,ISTANBULSPOR,1,GENÇLERBİRLİĞİ,3
864,RIZESPOR,1,GAZIANTEPFK,1
865,FENERBAHCE,3,BESIKTAS,4
866,GAZIANTEPFK,1,SAMSUNSPOR,3
867,MALATYASPOR,2,A.SEBATSPOR,2
868,GENÇLERBİRLİĞİ,0,KAYSERISPOR,0
869,BESIKTAS,2,KONYASPOR,1
870,TRABZONSPOR,3,ANKARAGUCU,1
871,DENİZLİSPOR,2,ISTANBULSPOR,2
872,SAKARYASPOR A.Ş.,3,RIZESPOR,1
873,B.B. ANKARASPOR,0,FENERBAHCE,1
874,GALATASARAY,1,DİYARBAKIRSPOR,0
875,ISTANBULSPOR,1,GAZIANTEPFK,3
876,RIZESPOR,0,BESIKTAS,1
877,KAYSERISPOR,1,DENİZLİSPOR,0
878,A.SEBATSPOR,0,GENÇLERBİRLİĞİ,5
879,ANKARAGUCU,4,DİYARBAKIRSPOR,1
880,SAMSUNSPOR,1,SAKARYASPOR A.Ş.,1
881,FENERBAHCE,2,TRABZONSPOR,1
882,KONYASPOR,2,B.B. ANKARASPOR,3
883,MALATYASPOR,0,GALATASARAY,1
884,B.B. ANKARASPOR,1,RIZESPOR,0
885,DİYARBAKIRSPOR,0,FENERBAHCE,2
886,TRABZONSPOR,4,KONYASPOR,2
887,GALATASARAY,2,ANKARAGUCU,1
888,GAZIANTEPFK,1,KAYSERISPOR,2
889,SAKARYASPOR A.Ş.,1,ISTANBULSPOR,3
890,GENÇLERBİRLİĞİ,5,MALATYASPOR,3
891,DENİZLİSPOR,4,A.SEBATSPOR,2
892,BESIKTAS,2,SAMSUNSPOR,0
893,MALATYASPOR,2,DENİZLİSPOR,2
894,SAMSUNSPOR,0,B.B. ANKARASPOR,0
895,A.SEBATSPOR,2,GAZIANTEPFK,0
896,RIZESPOR,1,TRABZONSPOR,2
897,KAYSERISPOR,1,SAKARYASPOR A.Ş.,0
898,GALATASARAY,1,GENÇLERBİRLİĞİ,2
899,KONYASPOR,2,DİYARBAKIRSPOR,1
900,ISTANBULSPOR,1,BESIKTAS,1
901,ANKARAGUCU,1,FENERBAHCE,0
902,SAKARYASPOR A.Ş.,4,A.SEBATSPOR,2
903,ANKARAGUCU,1,KONYASPOR,1
904,GAZIANTEPFK,4,MALATYASPOR,3
905,BESIKTAS,3,KAYSERISPOR,2
906,B.B. ANKARASPOR,3,ISTANBULSPOR,2
907,DİYARBAKIRSPOR,1,RIZESPOR,1
908,DENİZLİSPOR,1,GENÇLERBİRLİĞİ,1
909,TRABZONSPOR,3,SAMSUNSPOR,0
910,FENERBAHCE,1,GALATASARAY,0
911,KONYASPOR,4,FENERBAHCE,2
912,KAYSERISPOR,0,B.B. ANKARASPOR,0
913,GENÇLERBİRLİĞİ,2,GAZIANTEPFK,1
914,RIZESPOR,1,ANKARAGUCU,2
915,SAMSUNSPOR,0,DİYARBAKIRSPOR,1
916,A.SEBATSPOR,2,BESIKTAS,2
917,MALATYASPOR,4,SAKARYASPOR A.Ş.,2
918,GALATASARAY,4,DENİZLİSPOR,0
919,ISTANBULSPOR,0,TRABZONSPOR,5
920,GENÇLERBİRLİĞİ,0,FENERBAHCE,0
921,KAYSERİ ERCİYESSPOR,1,BESIKTAS,1
922,DİYARBAKIRSPOR,1,RIZESPOR,0
923,SIVASSPOR,1,MALATYASPOR,1
924,TRABZONSPOR,2,KAYSERISPOR,1
925,DENİZLİSPOR,1,ANKARASPOR A.Ş.,1
926,GALATASARAY,2,KONYASPOR,1
927,VESTEL MANİSASPOR,2,ANKARAGUCU,2
928,SAMSUNSPOR,2,GAZIANTEPFK,3
929,ANKARAGUCU,0,GALATASARAY,1
930,MALATYASPOR,0,VESTEL MANİSASPOR,5
931,RIZESPOR,1,SAMSUNSPOR,2
932,GAZIANTEPFK,0,SIVASSPOR,0
933,FENERBAHCE,2,DİYARBAKIRSPOR,2
934,KONYASPOR,0,TRABZONSPOR,0
935,ANKARASPOR A.Ş.,0,GENÇLERBİRLİĞİ,0
936,KAYSERISPOR,1,KAYSERİ ERCİYESSPOR,2
937,BESIKTAS,2,DENİZLİSPOR,0
938,TRABZONSPOR,3,ANKARAGUCU,1
939,SAMSUNSPOR,1,SIVASSPOR,2
940,DENİZLİSPOR,1,KAYSERISPOR,3
941,GENÇLERBİRLİĞİ,0,BESIKTAS,2
942,RIZESPOR,1,FENERBAHCE,2
943,DİYARBAKIRSPOR,1,ANKARASPOR A.Ş.,2
944,KAYSERİ ERCİYESSPOR,0,KONYASPOR,0
945,VESTEL MANİSASPOR,1,GAZIANTEPFK,2
946,GALATASARAY,5,MALATYASPOR,2
947,GAZIANTEPFK,2,GALATASARAY,2
948,KONYASPOR,1,DENİZLİSPOR,0
949,SIVASSPOR,1,VESTEL MANİSASPOR,0
950,ANKARASPOR A.Ş.,0,RIZESPOR,0
951,FENERBAHCE,5,SAMSUNSPOR,2
952,MALATYASPOR,1,TRABZONSPOR,1
953,ANKARAGUCU,1,KAYSERİ ERCİYESSPOR,2
954,KAYSERISPOR,2,GENÇLERBİRLİĞİ,0
955,BESIKTAS,1,DİYARBAKIRSPOR,1
956,RIZESPOR,1,BESIKTAS,0
957,DİYARBAKIRSPOR,0,KAYSERISPOR,2
958,KAYSERİ ERCİYESSPOR,1,MALATYASPOR,1
959,FENERBAHCE,2,ANKARASPOR A.Ş.,1
960,TRABZONSPOR,2,GAZIANTEPFK,0
961,SAMSUNSPOR,1,VESTEL MANİSASPOR,1
962,GENÇLERBİRLİĞİ,1,KONYASPOR,1
963,DENİZLİSPOR,0,ANKARAGUCU,0
964,GALATASARAY,2,SIVASSPOR,0
965,SIVASSPOR,2,TRABZONSPOR,1
966,ANKARAGUCU,1,GENÇLERBİRLİĞİ,1
967,KONYASPOR,5,DİYARBAKIRSPOR,1
968,KAYSERISPOR,3,RIZESPOR,1
969,MALATYASPOR,0,DENİZLİSPOR,1
970,VESTEL MANİSASPOR,1,GALATASARAY,4
971,BESIKTAS,1,FENERBAHCE,2
972,ANKARASPOR A.Ş.,3,SAMSUNSPOR,3
973,GAZIANTEPFK,1,KAYSERİ ERCİYESSPOR,2
974,TRABZONSPOR,0,VESTEL MANİSASPOR,2
975,GENÇLERBİRLİĞİ,2,MALATYASPOR,0
976,DENİZLİSPOR,1,GAZIANTEPFK,2
977,FENERBAHCE,3,KAYSERISPOR,0
978,ANKARASPOR A.Ş.,2,BESIKTAS,0
979,DİYARBAKIRSPOR,0,ANKARAGUCU,3
980,KAYSERİ ERCİYESSPOR,0,SIVASSPOR,0
981,RIZESPOR,1,KONYASPOR,1
982,SAMSUNSPOR,1,GALATASARAY,2
983,GAZIANTEPFK,1,GENÇLERBİRLİĞİ,1
984,SIVASSPOR,1,DENİZLİSPOR,0
985,KONYASPOR,2,FENERBAHCE,4
986,VESTEL MANİSASPOR,0,KAYSERİ ERCİYESSPOR,2
987,BESIKTAS,3,SAMSUNSPOR,2
988,ANKARAGUCU,1,RIZESPOR,0
989,KAYSERISPOR,2,ANKARASPOR A.Ş.,1
990,MALATYASPOR,1,DİYARBAKIRSPOR,2
991,GALATASARAY,4,TRABZONSPOR,1
992,KAYSERİ ERCİYESSPOR,1,GALATASARAY,2
993,DİYARBAKIRSPOR,1,GAZIANTEPFK,2
994,ANKARASPOR A.Ş.,0,KONYASPOR,0
995,FENERBAHCE,2,ANKARAGUCU,1
996,DENİZLİSPOR,1,VESTEL MANİSASPOR,1
997,RIZESPOR,1,MALATYASPOR,0
998,GENÇLERBİRLİĞİ,0,SIVASSPOR,1
999,SAMSUNSPOR,3,TRABZONSPOR,1
1000,BESIKTAS,0,KAYSERISPOR,0
1001,TRABZONSPOR,0,KAYSERİ ERCİYESSPOR,0
1002,ANKARAGUCU,3,ANKARASPOR A.Ş.,2
1003,KAYSERISPOR,6,SAMSUNSPOR,3
1004,GALATASARAY,1,DENİZLİSPOR,1
1005,VESTEL MANİSASPOR,0,GENÇLERBİRLİĞİ,3
1006,GAZIANTEPFK,1,RIZESPOR,1
1007,KONYASPOR,0,BESIKTAS,1
1008,SIVASSPOR,4,DİYARBAKIRSPOR,1
1009,MALATYASPOR,0,FENERBAHCE,3
1010,DENİZLİSPOR,0,TRABZONSPOR,1
1011,ANKARASPOR A.Ş.,1,MALATYASPOR,2
1012,FENERBAHCE,1,GAZIANTEPFK,0
1013,SAMSUNSPOR,1,KAYSERİ ERCİYESSPOR,1
1014,DİYARBAKIRSPOR,0,VESTEL MANİSASPOR,2
